,auc,objective,metric,learning_rate,num_leaves,min_child_weight,feature_fraction,bagging_fraction,bagging_freq,max_depth,max_bin,lambda_l1,lambda_l2,min_data_in_bin,min_gain_to_split,min_data_in_leaf,is_unbalance
244,0.893050101,binary,auc,0.05,20,5,0.3,0.7,5,-1,50,0,1.33,30,0.1,30,TRUE
245,0.893035899,binary,auc,0.05,20,1,0.7,0.5,5,-1,50,5,0,30,0.1,30,TRUE
246,0.89292596,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,5,1.33,30,0.001,30,TRUE
247,0.892730732,binary,auc,0.05,20,5,0.3,0.7,5,-1,50,0,0,30,0.1,30,TRUE
248,0.892661281,binary,auc,0.05,20,1,0.3,0.7,1,-1,50,0,0,30,0.001,30,TRUE
249,0.892643604,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,5,1.33,30,0.1,30,TRUE
250,0.892634573,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,5,3,30,0.001,30,TRUE
251,0.892610007,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,5,3,30,0.001,30,TRUE
252,0.892607237,binary,auc,0.05,20,1,0.7,0.5,5,-1,50,0,0,30,0.001,30,TRUE
253,0.892592521,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,5,3,30,0.1,30,TRUE
254,0.89251263,binary,auc,0.05,20,1,0.3,0.7,1,-1,50,5,0,30,0.001,30,TRUE
255,0.892479029,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,5,1.33,30,0.001,30,TRUE
256,0.892476309,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,5,1.33,30,0.1,30,TRUE
257,0.892470101,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,0,3,30,0.1,30,TRUE
258,0.892407101,binary,auc,0.05,20,5,0.3,0.5,5,-1,50,0,3,30,0.1,30,TRUE
259,0.892402516,binary,auc,0.05,20,5,0.3,0.5,5,-1,50,0,3,30,0.001,30,TRUE
260,0.892364613,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,0,3,30,0.001,30,TRUE
261,0.892337496,binary,auc,0.05,20,1,0.3,0.7,1,-1,50,5,0,30,0.1,30,TRUE
262,0.8922898,binary,auc,0.05,20,1,0.3,0.7,1,-1,50,0,0,30,0.1,30,TRUE
263,0.892206445,binary,auc,0.05,20,5,0.7,0.5,5,-1,50,0,0,30,0.1,30,TRUE
264,0.892003954,binary,auc,0.05,20,5,0.7,0.5,5,-1,50,0,0,30,0.001,30,TRUE
265,0.891996053,binary,auc,0.05,20,1,0.7,0.5,1,-1,50,0,0,30,0.1,30,TRUE
266,0.891969806,binary,auc,0.05,20,5,0.3,0.7,5,-1,50,0,0,30,0.001,30,TRUE
267,0.891755343,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,0,3,30,0.1,30,TRUE
268,0.891603843,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,0,3,30,0.001,30,TRUE
269,0.891548075,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,5,0,30,0.001,30,TRUE
270,0.891323962,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,5,0,30,0.1,30,TRUE
271,0.891271026,binary,auc,0.05,20,5,0.3,0.5,5,-1,50,5,0,30,0.001,30,TRUE
272,0.891149975,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,0,1.33,30,0.001,30,TRUE
273,0.891059295,binary,auc,0.05,20,5,0.3,0.5,5,-1,50,5,0,30,0.1,30,TRUE
274,0.891054072,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,0,1.33,30,0.1,30,TRUE
275,0.890523583,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,0,0,30,0.001,30,TRUE
276,0.890358837,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,0,1.33,30,0.001,30,TRUE
277,0.890355173,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,5,0,30,0.001,30,TRUE
278,0.890277485,binary,auc,0.05,20,5,0.3,0.5,1,-1,50,5,0,30,0.001,30,TRUE
279,0.89024401,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,0,0,30,0.1,30,TRUE
280,0.890193173,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,5,0,30,0.1,30,TRUE
281,0.890128261,binary,auc,0.05,20,1,0.3,0.5,5,-1,50,0,1.33,30,0.1,30,TRUE
282,0.890032478,binary,auc,0.05,20,5,0.3,0.5,1,-1,50,5,0,30,0.1,30,TRUE
283,0.88994839,binary,auc,0.05,20,5,0.3,0.5,5,-1,50,0,0,30,0.1,30,TRUE
284,0.889721031,binary,auc,0.05,20,5,0.3,0.5,5,-1,50,0,0,30,0.001,30,TRUE
285,0.889471031,binary,auc,0.05,20,5,0.3,0.5,1,-1,50,0,0,30,0.1,30,TRUE
286,0.889456512,binary,auc,0.05,20,5,0.3,0.5,1,-1,50,0,0,30,0.001,30,TRUE
287,0.888893793,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,0,0,30,0.001,30,TRUE
288,0.888736207,binary,auc,0.05,20,1,0.3,0.5,1,-1,50,0,0,30,0.1,30,TRUE
